Source,Target,Weight,Type
train___dog.6893.jpg,dog,1.0,provided
train___dog.6894.jpg,dog,1.0,provided
train___dog.6895.jpg,dog,1.0,provided
train___dog.6896.jpg,dog,1.0,provided
train___dog.6897.jpg,dog,1.0,provided
train___dog.6898.jpg,dog,1.0,provided
train___dog.6899.jpg,dog,1.0,provided
train___dog.69.jpg,dog,1.0,provided
train___dog.690.jpg,dog,1.0,provided
train___dog.6900.jpg,dog,1.0,provided
train___dog.6901.jpg,dog,1.0,provided
train___dog.6902.jpg,dog,1.0,provided
train___dog.6903.jpg,dog,1.0,provided
train___dog.6904.jpg,dog,1.0,provided
train___dog.6905.jpg,dog,1.0,provided
train___dog.6906.jpg,dog,1.0,provided
train___dog.6907.jpg,dog,1.0,provided
train___dog.6908.jpg,dog,1.0,provided
train___dog.6909.jpg,dog,1.0,provided
train___dog.691.jpg,dog,1.0,provided
train___dog.6910.jpg,dog,1.0,provided
train___dog.6911.jpg,dog,1.0,provided
train___dog.6912.jpg,dog,1.0,provided
train___dog.6913.jpg,dog,1.0,provided
train___dog.6914.jpg,dog,1.0,provided
train___dog.6915.jpg,dog,1.0,provided
train___dog.6916.jpg,dog,1.0,provided
train___dog.6917.jpg,dog,1.0,provided
train___dog.6918.jpg,dog,1.0,provided
train___dog.6919.jpg,dog,1.0,provided
train___dog.692.jpg,dog,1.0,provided
train___dog.6920.jpg,dog,1.0,provided
train___dog.6921.jpg,dog,1.0,provided
train___dog.6922.jpg,dog,1.0,provided
train___dog.6923.jpg,dog,1.0,provided
train___dog.6924.jpg,dog,1.0,provided
train___dog.6925.jpg,dog,1.0,provided
train___dog.6926.jpg,dog,1.0,provided
train___dog.6927.jpg,dog,1.0,provided
train___dog.6928.jpg,dog,1.0,provided
train___dog.6929.jpg,dog,1.0,provided
train___dog.693.jpg,dog,1.0,provided
train___dog.6930.jpg,dog,1.0,provided
train___dog.6931.jpg,dog,1.0,provided
train___dog.6932.jpg,dog,1.0,provided
train___dog.6933.jpg,dog,1.0,provided
train___dog.6934.jpg,dog,1.0,provided
train___dog.6935.jpg,dog,1.0,provided
train___dog.6936.jpg,dog,1.0,provided
train___dog.6937.jpg,dog,1.0,provided
train___dog.6938.jpg,dog,1.0,provided
train___dog.6939.jpg,dog,1.0,provided
train___dog.694.jpg,dog,1.0,provided
train___dog.6940.jpg,dog,1.0,provided
train___dog.6941.jpg,dog,1.0,provided
train___dog.6942.jpg,dog,1.0,provided
train___dog.6943.jpg,dog,1.0,provided
train___dog.6944.jpg,dog,1.0,provided
train___dog.6945.jpg,dog,1.0,provided
train___dog.6946.jpg,dog,1.0,provided
train___dog.6947.jpg,dog,1.0,provided
train___dog.6948.jpg,dog,1.0,provided
train___dog.6949.jpg,dog,1.0,provided
train___dog.695.jpg,dog,1.0,provided
train___dog.6950.jpg,dog,1.0,provided
train___dog.6951.jpg,dog,1.0,provided
train___dog.6952.jpg,dog,1.0,provided
train___dog.6953.jpg,dog,1.0,provided
train___dog.6954.jpg,dog,1.0,provided
train___dog.6955.jpg,dog,1.0,provided
train___dog.6956.jpg,dog,1.0,provided
train___dog.6957.jpg,dog,1.0,provided
train___dog.6958.jpg,dog,1.0,provided
train___dog.6959.jpg,dog,1.0,provided
train___dog.696.jpg,dog,1.0,provided
train___dog.6960.jpg,dog,1.0,provided
train___dog.6961.jpg,dog,1.0,provided
train___dog.6962.jpg,dog,1.0,provided
train___dog.6963.jpg,dog,1.0,provided
train___dog.6964.jpg,dog,1.0,provided
train___dog.6965.jpg,dog,1.0,provided
train___dog.6966.jpg,dog,1.0,provided
train___dog.6967.jpg,dog,1.0,provided
train___dog.6968.jpg,dog,1.0,provided
train___dog.6969.jpg,dog,1.0,provided
train___dog.697.jpg,dog,1.0,provided
train___dog.6970.jpg,dog,1.0,provided
train___dog.6971.jpg,dog,1.0,provided
train___dog.6972.jpg,dog,1.0,provided
train___dog.6973.jpg,dog,1.0,provided
train___dog.6974.jpg,dog,1.0,provided
train___dog.6975.jpg,dog,1.0,provided
train___dog.6976.jpg,dog,1.0,provided
train___dog.6977.jpg,dog,1.0,provided
train___dog.6978.jpg,dog,1.0,provided
train___dog.6979.jpg,dog,1.0,provided
train___dog.698.jpg,dog,1.0,provided
train___dog.6980.jpg,dog,1.0,provided
train___dog.6981.jpg,dog,1.0,provided
train___dog.6982.jpg,dog,1.0,provided
train___dog.6983.jpg,dog,1.0,provided
train___dog.6984.jpg,dog,1.0,provided
train___dog.6985.jpg,dog,1.0,provided
train___dog.6986.jpg,dog,1.0,provided
train___dog.6987.jpg,dog,1.0,provided
train___dog.6988.jpg,dog,1.0,provided
train___dog.6989.jpg,dog,1.0,provided
train___dog.699.jpg,dog,1.0,provided
train___dog.6990.jpg,dog,1.0,provided
train___dog.6991.jpg,dog,1.0,provided
train___dog.6992.jpg,dog,1.0,provided
train___dog.6993.jpg,dog,1.0,provided
train___dog.6994.jpg,dog,1.0,provided
train___dog.6995.jpg,dog,1.0,provided
train___dog.6996.jpg,dog,1.0,provided
train___dog.6997.jpg,dog,1.0,provided
train___dog.6998.jpg,dog,1.0,provided
train___dog.6999.jpg,dog,1.0,provided
train___dog.7.jpg,dog,1.0,provided
train___dog.70.jpg,dog,1.0,provided
train___dog.700.jpg,dog,1.0,provided
train___dog.7000.jpg,dog,1.0,provided
train___dog.7001.jpg,dog,1.0,provided
train___dog.7002.jpg,dog,1.0,provided
train___dog.7003.jpg,dog,1.0,provided
train___dog.7004.jpg,dog,1.0,provided
train___dog.7005.jpg,dog,1.0,provided
train___dog.7006.jpg,dog,1.0,provided
train___dog.7007.jpg,dog,1.0,provided
train___dog.7008.jpg,dog,1.0,provided
train___dog.7009.jpg,dog,1.0,provided
train___dog.701.jpg,dog,1.0,provided
train___dog.7010.jpg,dog,1.0,provided
train___dog.7011.jpg,dog,1.0,provided
train___dog.7012.jpg,dog,1.0,provided
train___dog.7013.jpg,dog,1.0,provided
train___dog.7014.jpg,dog,1.0,provided
train___dog.7015.jpg,dog,1.0,provided
train___dog.7016.jpg,dog,1.0,provided
train___dog.7017.jpg,dog,1.0,provided
train___dog.7018.jpg,dog,1.0,provided
train___dog.7019.jpg,dog,1.0,provided
train___dog.702.jpg,dog,1.0,provided
train___dog.7020.jpg,dog,1.0,provided
train___dog.7021.jpg,dog,1.0,provided
train___dog.7022.jpg,dog,1.0,provided
train___dog.7023.jpg,dog,1.0,provided
train___dog.7024.jpg,dog,1.0,provided
train___dog.7025.jpg,dog,1.0,provided
train___dog.7026.jpg,dog,1.0,provided
train___dog.7027.jpg,dog,1.0,provided
train___dog.7028.jpg,dog,1.0,provided
train___dog.7029.jpg,dog,1.0,provided
train___dog.703.jpg,dog,1.0,provided
train___dog.7030.jpg,dog,1.0,provided
train___dog.7031.jpg,dog,1.0,provided
train___dog.7032.jpg,dog,1.0,provided
train___dog.7033.jpg,dog,1.0,provided
train___dog.7034.jpg,dog,1.0,provided
train___dog.7035.jpg,dog,1.0,provided
train___dog.7036.jpg,dog,1.0,provided
train___dog.7037.jpg,dog,1.0,provided
train___dog.7038.jpg,dog,1.0,provided
train___dog.7039.jpg,dog,1.0,provided
train___dog.704.jpg,dog,1.0,provided
train___dog.7040.jpg,dog,1.0,provided
train___dog.7041.jpg,dog,1.0,provided
train___dog.7042.jpg,dog,1.0,provided
train___dog.7043.jpg,dog,1.0,provided
train___dog.7044.jpg,dog,1.0,provided
train___dog.7045.jpg,dog,1.0,provided
train___dog.7046.jpg,dog,1.0,provided
train___dog.7047.jpg,dog,1.0,provided
train___dog.7048.jpg,dog,1.0,provided
train___dog.7049.jpg,dog,1.0,provided
train___dog.705.jpg,dog,1.0,provided
train___dog.7050.jpg,dog,1.0,provided
train___dog.7051.jpg,dog,1.0,provided
train___dog.7052.jpg,dog,1.0,provided
train___dog.7053.jpg,dog,1.0,provided
train___dog.7054.jpg,dog,1.0,provided
train___dog.7055.jpg,dog,1.0,provided
train___dog.7056.jpg,dog,1.0,provided
train___dog.7057.jpg,dog,1.0,provided
train___dog.7058.jpg,dog,1.0,provided
train___dog.7059.jpg,dog,1.0,provided
train___dog.706.jpg,dog,1.0,provided
train___dog.7060.jpg,dog,1.0,provided
train___dog.7061.jpg,dog,1.0,provided
train___dog.7062.jpg,dog,1.0,provided
train___dog.7063.jpg,dog,1.0,provided
train___dog.7064.jpg,dog,1.0,provided
train___dog.7065.jpg,dog,1.0,provided
train___dog.7066.jpg,dog,1.0,provided
train___dog.7067.jpg,dog,1.0,provided
train___dog.7068.jpg,dog,1.0,provided
train___dog.7069.jpg,dog,1.0,provided
train___dog.707.jpg,dog,1.0,provided
train___dog.7070.jpg,dog,1.0,provided
train___dog.7071.jpg,dog,1.0,provided
train___dog.7072.jpg,dog,1.0,provided
train___dog.7073.jpg,dog,1.0,provided
train___dog.7074.jpg,dog,1.0,provided
train___dog.7075.jpg,dog,1.0,provided
train___dog.7076.jpg,dog,1.0,provided
train___dog.7077.jpg,dog,1.0,provided
train___dog.7078.jpg,dog,1.0,provided
train___dog.7079.jpg,dog,1.0,provided
train___dog.708.jpg,dog,1.0,provided
train___dog.7080.jpg,dog,1.0,provided
train___dog.7081.jpg,dog,1.0,provided
train___dog.7082.jpg,dog,1.0,provided
train___dog.7083.jpg,dog,1.0,provided
train___dog.7084.jpg,dog,1.0,provided
train___dog.7085.jpg,dog,1.0,provided
train___dog.7086.jpg,dog,1.0,provided
train___dog.7087.jpg,dog,1.0,provided
train___dog.7088.jpg,dog,1.0,provided
train___dog.7089.jpg,dog,1.0,provided
train___dog.709.jpg,dog,1.0,provided
train___dog.7090.jpg,dog,1.0,provided
train___dog.7091.jpg,dog,1.0,provided
train___dog.7092.jpg,dog,1.0,provided
train___dog.7093.jpg,dog,1.0,provided
train___dog.7094.jpg,dog,1.0,provided
train___dog.7095.jpg,dog,1.0,provided
train___dog.7096.jpg,dog,1.0,provided
train___dog.7097.jpg,dog,1.0,provided
train___dog.7098.jpg,dog,1.0,provided
train___dog.7099.jpg,dog,1.0,provided
train___dog.71.jpg,dog,1.0,provided
train___dog.710.jpg,dog,1.0,provided
train___dog.7100.jpg,dog,1.0,provided
train___dog.7101.jpg,dog,1.0,provided
train___dog.7102.jpg,dog,1.0,provided
train___dog.7103.jpg,dog,1.0,provided
train___dog.7104.jpg,dog,1.0,provided
train___dog.7105.jpg,dog,1.0,provided
train___dog.7106.jpg,dog,1.0,provided
train___dog.7107.jpg,dog,1.0,provided
train___dog.7108.jpg,dog,1.0,provided
train___dog.7109.jpg,dog,1.0,provided
train___dog.711.jpg,dog,1.0,provided
train___dog.7110.jpg,dog,1.0,provided
train___dog.7111.jpg,dog,1.0,provided
train___dog.7112.jpg,dog,1.0,provided
train___dog.7113.jpg,dog,1.0,provided
train___dog.7114.jpg,dog,1.0,provided
train___dog.7115.jpg,dog,1.0,provided
train___dog.7116.jpg,dog,1.0,provided
train___dog.7117.jpg,dog,1.0,provided
train___dog.7118.jpg,dog,1.0,provided
train___dog.7119.jpg,dog,1.0,provided
train___dog.712.jpg,dog,1.0,provided
train___dog.7120.jpg,dog,1.0,provided
train___dog.7121.jpg,dog,1.0,provided
train___dog.7122.jpg,dog,1.0,provided
train___dog.7123.jpg,dog,1.0,provided
train___dog.7124.jpg,dog,1.0,provided
train___dog.7125.jpg,dog,1.0,provided
train___dog.7126.jpg,dog,1.0,provided
train___dog.7127.jpg,dog,1.0,provided
train___dog.7128.jpg,dog,1.0,provided
train___dog.7129.jpg,dog,1.0,provided
train___dog.713.jpg,dog,1.0,provided
train___dog.7130.jpg,dog,1.0,provided
train___dog.7131.jpg,dog,1.0,provided
train___dog.7132.jpg,dog,1.0,provided
train___dog.7133.jpg,dog,1.0,provided
train___dog.7134.jpg,dog,1.0,provided
train___dog.7135.jpg,dog,1.0,provided
train___dog.7136.jpg,dog,1.0,provided
train___dog.7137.jpg,dog,1.0,provided
train___dog.7138.jpg,dog,1.0,provided
train___dog.7139.jpg,dog,1.0,provided
train___dog.714.jpg,dog,1.0,provided
train___dog.7140.jpg,dog,1.0,provided
train___dog.7141.jpg,dog,1.0,provided
train___dog.7142.jpg,dog,1.0,provided
train___dog.7143.jpg,dog,1.0,provided
train___dog.7144.jpg,dog,1.0,provided
train___dog.7145.jpg,dog,1.0,provided
train___dog.7146.jpg,dog,1.0,provided
train___dog.7147.jpg,dog,1.0,provided
train___dog.7148.jpg,dog,1.0,provided
train___dog.7149.jpg,dog,1.0,provided
train___dog.715.jpg,dog,1.0,provided
train___dog.7150.jpg,dog,1.0,provided
train___dog.7151.jpg,dog,1.0,provided
train___dog.7152.jpg,dog,1.0,provided
train___dog.7153.jpg,dog,1.0,provided
train___dog.7154.jpg,dog,1.0,provided
train___dog.7155.jpg,dog,1.0,provided
train___dog.7156.jpg,dog,1.0,provided
train___dog.7157.jpg,dog,1.0,provided
train___dog.7158.jpg,dog,1.0,provided
train___dog.7159.jpg,dog,1.0,provided
train___dog.716.jpg,dog,1.0,provided
train___dog.7160.jpg,dog,1.0,provided
train___dog.7161.jpg,dog,1.0,provided
train___dog.7162.jpg,dog,1.0,provided
train___dog.7163.jpg,dog,1.0,provided
train___dog.7164.jpg,dog,1.0,provided
train___dog.7165.jpg,dog,1.0,provided
train___dog.7166.jpg,dog,1.0,provided
train___dog.7167.jpg,dog,1.0,provided
train___dog.7168.jpg,dog,1.0,provided
train___dog.7169.jpg,dog,1.0,provided
train___dog.717.jpg,dog,1.0,provided
train___dog.7170.jpg,dog,1.0,provided
train___dog.7171.jpg,dog,1.0,provided
train___dog.7172.jpg,dog,1.0,provided
train___dog.7173.jpg,dog,1.0,provided
train___dog.7174.jpg,dog,1.0,provided
train___dog.7175.jpg,dog,1.0,provided
train___dog.7176.jpg,dog,1.0,provided
train___dog.7177.jpg,dog,1.0,provided
train___dog.7178.jpg,dog,1.0,provided
train___dog.7179.jpg,dog,1.0,provided
train___dog.718.jpg,dog,1.0,provided
train___dog.7180.jpg,dog,1.0,provided
train___dog.7181.jpg,dog,1.0,provided
train___dog.7182.jpg,dog,1.0,provided
train___dog.7183.jpg,dog,1.0,provided
train___dog.7184.jpg,dog,1.0,provided
train___dog.7185.jpg,dog,1.0,provided
train___dog.7186.jpg,dog,1.0,provided
train___dog.7187.jpg,dog,1.0,provided
train___dog.7188.jpg,dog,1.0,provided
train___dog.7189.jpg,dog,1.0,provided
train___dog.719.jpg,dog,1.0,provided
train___dog.7190.jpg,dog,1.0,provided
train___dog.7191.jpg,dog,1.0,provided
train___dog.7192.jpg,dog,1.0,provided
train___dog.7193.jpg,dog,1.0,provided
train___dog.7194.jpg,dog,1.0,provided
train___dog.7195.jpg,dog,1.0,provided
train___dog.7196.jpg,dog,1.0,provided
train___dog.7197.jpg,dog,1.0,provided
train___dog.7198.jpg,dog,1.0,provided
train___dog.7199.jpg,dog,1.0,provided
train___dog.72.jpg,dog,1.0,provided
train___dog.720.jpg,dog,1.0,provided
train___dog.7200.jpg,dog,1.0,provided
train___dog.7201.jpg,dog,1.0,provided
train___dog.7202.jpg,dog,1.0,provided
train___dog.7203.jpg,dog,1.0,provided
train___dog.7204.jpg,dog,1.0,provided
train___dog.7205.jpg,dog,1.0,provided
train___dog.7206.jpg,dog,1.0,provided
train___dog.7207.jpg,dog,1.0,provided
train___dog.7208.jpg,dog,1.0,provided
train___dog.7209.jpg,dog,1.0,provided
train___dog.721.jpg,dog,1.0,provided
train___dog.7210.jpg,dog,1.0,provided
train___dog.7211.jpg,dog,1.0,provided
train___dog.7212.jpg,dog,1.0,provided
train___dog.7213.jpg,dog,1.0,provided
train___dog.7214.jpg,dog,1.0,provided
train___dog.7215.jpg,dog,1.0,provided
train___dog.7216.jpg,dog,1.0,provided
train___dog.7217.jpg,dog,1.0,provided
train___dog.7218.jpg,dog,1.0,provided
train___dog.7219.jpg,dog,1.0,provided
train___dog.722.jpg,dog,1.0,provided
train___dog.7220.jpg,dog,1.0,provided
train___dog.7221.jpg,dog,1.0,provided
train___dog.7222.jpg,dog,1.0,provided
train___dog.7223.jpg,dog,1.0,provided
train___dog.7224.jpg,dog,1.0,provided
train___dog.7225.jpg,dog,1.0,provided
train___dog.7226.jpg,dog,1.0,provided
train___dog.7227.jpg,dog,1.0,provided
train___dog.7228.jpg,dog,1.0,provided
train___dog.7229.jpg,dog,1.0,provided
train___dog.723.jpg,dog,1.0,provided
train___dog.7230.jpg,dog,1.0,provided
train___dog.7231.jpg,dog,1.0,provided
train___dog.7232.jpg,dog,1.0,provided
train___dog.7233.jpg,dog,1.0,provided
train___dog.7234.jpg,dog,1.0,provided
train___dog.7235.jpg,dog,1.0,provided
train___dog.7236.jpg,dog,1.0,provided
train___dog.7237.jpg,dog,1.0,provided
train___dog.7238.jpg,dog,1.0,provided
train___dog.7239.jpg,dog,1.0,provided
train___dog.724.jpg,dog,1.0,provided
train___dog.7240.jpg,dog,1.0,provided
train___dog.7241.jpg,dog,1.0,provided
train___dog.7242.jpg,dog,1.0,provided
train___dog.7243.jpg,dog,1.0,provided
train___dog.7244.jpg,dog,1.0,provided
train___dog.7245.jpg,dog,1.0,provided
train___dog.7246.jpg,dog,1.0,provided
train___dog.7247.jpg,dog,1.0,provided
train___dog.7248.jpg,dog,1.0,provided
train___dog.7249.jpg,dog,1.0,provided
train___dog.725.jpg,dog,1.0,provided
train___dog.7250.jpg,dog,1.0,provided
train___dog.7251.jpg,dog,1.0,provided
train___dog.7252.jpg,dog,1.0,provided
train___dog.7253.jpg,dog,1.0,provided
train___dog.7254.jpg,dog,1.0,provided
train___dog.7255.jpg,dog,1.0,provided
train___dog.7256.jpg,dog,1.0,provided
train___dog.7257.jpg,dog,1.0,provided
train___dog.7258.jpg,dog,1.0,provided
train___dog.7259.jpg,dog,1.0,provided
train___dog.726.jpg,dog,1.0,provided
train___dog.7260.jpg,dog,1.0,provided
train___dog.7261.jpg,dog,1.0,provided
train___dog.7262.jpg,dog,1.0,provided
train___dog.7263.jpg,dog,1.0,provided
train___dog.7264.jpg,dog,1.0,provided
train___dog.7265.jpg,dog,1.0,provided
train___dog.7266.jpg,dog,1.0,provided
train___dog.7267.jpg,dog,1.0,provided
train___dog.7268.jpg,dog,1.0,provided
train___dog.7269.jpg,dog,1.0,provided
train___dog.727.jpg,dog,1.0,provided
train___dog.7270.jpg,dog,1.0,provided
train___dog.7271.jpg,dog,1.0,provided
train___dog.7272.jpg,dog,1.0,provided
train___dog.7273.jpg,dog,1.0,provided
train___dog.7274.jpg,dog,1.0,provided
train___dog.7275.jpg,dog,1.0,provided
train___dog.7276.jpg,dog,1.0,provided
train___dog.7277.jpg,dog,1.0,provided
train___dog.7278.jpg,dog,1.0,provided
train___dog.7279.jpg,dog,1.0,provided
train___dog.728.jpg,dog,1.0,provided
train___dog.7280.jpg,dog,1.0,provided
train___dog.7281.jpg,dog,1.0,provided
train___dog.7282.jpg,dog,1.0,provided
train___dog.7283.jpg,dog,1.0,provided
train___dog.7284.jpg,dog,1.0,provided
train___dog.7285.jpg,dog,1.0,provided
train___dog.7286.jpg,dog,1.0,provided
train___dog.7287.jpg,dog,1.0,provided
train___dog.7288.jpg,dog,1.0,provided
train___dog.7289.jpg,dog,1.0,provided
train___dog.729.jpg,dog,1.0,provided
train___dog.7290.jpg,dog,1.0,provided
train___dog.7291.jpg,dog,1.0,provided
train___dog.7292.jpg,dog,1.0,provided
train___dog.7293.jpg,dog,1.0,provided
train___dog.7294.jpg,dog,1.0,provided
train___dog.7295.jpg,dog,1.0,provided
train___dog.7296.jpg,dog,1.0,provided
train___dog.7297.jpg,dog,1.0,provided
train___dog.7298.jpg,dog,1.0,provided
train___dog.7299.jpg,dog,1.0,provided
train___dog.73.jpg,dog,1.0,provided
train___dog.730.jpg,dog,1.0,provided
train___dog.7300.jpg,dog,1.0,provided
train___dog.7301.jpg,dog,1.0,provided
train___dog.7302.jpg,dog,1.0,provided
train___dog.7303.jpg,dog,1.0,provided
train___dog.7304.jpg,dog,1.0,provided
train___dog.7305.jpg,dog,1.0,provided
train___dog.7306.jpg,dog,1.0,provided
train___dog.7307.jpg,dog,1.0,provided
train___dog.7308.jpg,dog,1.0,provided
train___dog.7309.jpg,dog,1.0,provided
train___dog.731.jpg,dog,1.0,provided
train___dog.7310.jpg,dog,1.0,provided
train___dog.7311.jpg,dog,1.0,provided
train___dog.7312.jpg,dog,1.0,provided
train___dog.7313.jpg,dog,1.0,provided
train___dog.7314.jpg,dog,1.0,provided
train___dog.7315.jpg,dog,1.0,provided
train___dog.7316.jpg,dog,1.0,provided
train___dog.7317.jpg,dog,1.0,provided
train___dog.7318.jpg,dog,1.0,provided
train___dog.7319.jpg,dog,1.0,provided
train___dog.732.jpg,dog,1.0,provided
train___dog.7320.jpg,dog,1.0,provided
train___dog.7321.jpg,dog,1.0,provided
train___dog.7322.jpg,dog,1.0,provided
train___dog.7323.jpg,dog,1.0,provided
train___dog.7324.jpg,dog,1.0,provided
train___dog.7325.jpg,dog,1.0,provided
train___dog.7326.jpg,dog,1.0,provided
train___dog.7327.jpg,dog,1.0,provided
train___dog.7328.jpg,dog,1.0,provided
train___dog.7329.jpg,dog,1.0,provided
train___dog.733.jpg,dog,1.0,provided
train___dog.7330.jpg,dog,1.0,provided
train___dog.7331.jpg,dog,1.0,provided
train___dog.7332.jpg,dog,1.0,provided
train___dog.7333.jpg,dog,1.0,provided
train___dog.7334.jpg,dog,1.0,provided
train___dog.7335.jpg,dog,1.0,provided
train___dog.7336.jpg,dog,1.0,provided
train___dog.7337.jpg,dog,1.0,provided
train___dog.7338.jpg,dog,1.0,provided
train___dog.7339.jpg,dog,1.0,provided
train___dog.734.jpg,dog,1.0,provided
train___dog.7340.jpg,dog,1.0,provided
train___dog.7341.jpg,dog,1.0,provided
train___dog.7342.jpg,dog,1.0,provided
train___dog.7343.jpg,dog,1.0,provided
train___dog.7344.jpg,dog,1.0,provided
train___dog.7345.jpg,dog,1.0,provided
train___dog.7346.jpg,dog,1.0,provided
train___dog.7347.jpg,dog,1.0,provided
train___dog.7348.jpg,dog,1.0,provided
train___dog.7349.jpg,dog,1.0,provided
train___dog.735.jpg,dog,1.0,provided
train___dog.7350.jpg,dog,1.0,provided
train___dog.7351.jpg,dog,1.0,provided
train___dog.7352.jpg,dog,1.0,provided
train___dog.7353.jpg,dog,1.0,provided
train___dog.7354.jpg,dog,1.0,provided
train___dog.7355.jpg,dog,1.0,provided
train___dog.7356.jpg,dog,1.0,provided
train___dog.7357.jpg,dog,1.0,provided
train___dog.7358.jpg,dog,1.0,provided
train___dog.7359.jpg,dog,1.0,provided
train___dog.736.jpg,dog,1.0,provided
train___dog.7360.jpg,dog,1.0,provided
train___dog.7361.jpg,dog,1.0,provided
train___dog.7362.jpg,dog,1.0,provided
train___dog.7363.jpg,dog,1.0,provided
train___dog.7364.jpg,dog,1.0,provided
train___dog.7365.jpg,dog,1.0,provided
train___dog.7366.jpg,dog,1.0,provided
train___dog.7367.jpg,dog,1.0,provided
train___dog.7368.jpg,dog,1.0,provided
train___dog.7369.jpg,dog,1.0,provided
train___dog.737.jpg,dog,1.0,provided
train___dog.7370.jpg,dog,1.0,provided
train___dog.7371.jpg,dog,1.0,provided
train___dog.7372.jpg,dog,1.0,provided
train___dog.7373.jpg,dog,1.0,provided
train___dog.7374.jpg,dog,1.0,provided
train___dog.7375.jpg,dog,1.0,provided
train___dog.7376.jpg,dog,1.0,provided
train___dog.7377.jpg,dog,1.0,provided
train___dog.7378.jpg,dog,1.0,provided
train___dog.7379.jpg,dog,1.0,provided
train___dog.738.jpg,dog,1.0,provided
train___dog.7380.jpg,dog,1.0,provided
train___dog.7381.jpg,dog,1.0,provided
train___dog.7382.jpg,dog,1.0,provided
train___dog.7383.jpg,dog,1.0,provided
train___dog.7384.jpg,dog,1.0,provided
train___dog.7385.jpg,dog,1.0,provided
train___dog.7386.jpg,dog,1.0,provided
train___dog.7387.jpg,dog,1.0,provided
train___dog.7388.jpg,dog,1.0,provided
train___dog.7389.jpg,dog,1.0,provided
train___dog.739.jpg,dog,1.0,provided
train___dog.7390.jpg,dog,1.0,provided
train___dog.7391.jpg,dog,1.0,provided
train___dog.7392.jpg,dog,1.0,provided
train___dog.7393.jpg,dog,1.0,provided
train___dog.7394.jpg,dog,1.0,provided
train___dog.7395.jpg,dog,1.0,provided
train___dog.7396.jpg,dog,1.0,provided
train___dog.7397.jpg,dog,1.0,provided
train___dog.7398.jpg,dog,1.0,provided
train___dog.7399.jpg,dog,1.0,provided
train___dog.74.jpg,dog,1.0,provided
train___dog.740.jpg,dog,1.0,provided
train___dog.7400.jpg,dog,1.0,provided
train___dog.7401.jpg,dog,1.0,provided
train___dog.7402.jpg,dog,1.0,provided
train___dog.7403.jpg,dog,1.0,provided
train___dog.7404.jpg,dog,1.0,provided
train___dog.7405.jpg,dog,1.0,provided
train___dog.7406.jpg,dog,1.0,provided
train___dog.7407.jpg,dog,1.0,provided
train___dog.7408.jpg,dog,1.0,provided
train___dog.7409.jpg,dog,1.0,provided
train___dog.741.jpg,dog,1.0,provided
train___dog.7410.jpg,dog,1.0,provided
train___dog.7411.jpg,dog,1.0,provided
train___dog.7412.jpg,dog,1.0,provided
train___dog.7413.jpg,dog,1.0,provided
train___dog.7414.jpg,dog,1.0,provided
train___dog.7415.jpg,dog,1.0,provided
train___dog.7416.jpg,dog,1.0,provided
train___dog.7417.jpg,dog,1.0,provided
train___dog.7418.jpg,dog,1.0,provided
train___dog.7419.jpg,dog,1.0,provided
train___dog.742.jpg,dog,1.0,provided
train___dog.7420.jpg,dog,1.0,provided
train___dog.7421.jpg,dog,1.0,provided
train___dog.7422.jpg,dog,1.0,provided
train___dog.7423.jpg,dog,1.0,provided
train___dog.7424.jpg,dog,1.0,provided
train___dog.7425.jpg,dog,1.0,provided
train___dog.7426.jpg,dog,1.0,provided
train___dog.7427.jpg,dog,1.0,provided
train___dog.7428.jpg,dog,1.0,provided
train___dog.7429.jpg,dog,1.0,provided
train___dog.743.jpg,dog,1.0,provided
train___dog.7430.jpg,dog,1.0,provided
train___dog.7431.jpg,dog,1.0,provided
train___dog.7432.jpg,dog,1.0,provided
train___dog.7433.jpg,dog,1.0,provided
train___dog.7434.jpg,dog,1.0,provided
train___dog.7435.jpg,dog,1.0,provided
train___dog.7436.jpg,dog,1.0,provided
train___dog.7437.jpg,dog,1.0,provided
train___dog.7438.jpg,dog,1.0,provided
train___dog.7439.jpg,dog,1.0,provided
train___dog.744.jpg,dog,1.0,provided
train___dog.7440.jpg,dog,1.0,provided
train___dog.7441.jpg,dog,1.0,provided
train___dog.7442.jpg,dog,1.0,provided
train___dog.7443.jpg,dog,1.0,provided
train___dog.7444.jpg,dog,1.0,provided
train___dog.7445.jpg,dog,1.0,provided
train___dog.7446.jpg,dog,1.0,provided
train___dog.7447.jpg,dog,1.0,provided
train___dog.7448.jpg,dog,1.0,provided
train___dog.7449.jpg,dog,1.0,provided
train___dog.745.jpg,dog,1.0,provided
train___dog.7450.jpg,dog,1.0,provided
train___dog.7451.jpg,dog,1.0,provided
train___dog.7452.jpg,dog,1.0,provided
train___dog.7453.jpg,dog,1.0,provided
train___dog.7454.jpg,dog,1.0,provided
train___dog.7455.jpg,dog,1.0,provided
train___dog.7456.jpg,dog,1.0,provided
train___dog.7457.jpg,dog,1.0,provided
train___dog.7458.jpg,dog,1.0,provided
train___dog.7459.jpg,dog,1.0,provided
train___dog.746.jpg,dog,1.0,provided
train___dog.7460.jpg,dog,1.0,provided
train___dog.7461.jpg,dog,1.0,provided
train___dog.7462.jpg,dog,1.0,provided
train___dog.7463.jpg,dog,1.0,provided
train___dog.7464.jpg,dog,1.0,provided
train___dog.7465.jpg,dog,1.0,provided
train___dog.7466.jpg,dog,1.0,provided
